-3.048445463180541992e+00,-4.437490940093994141e+00,-4.779325008392333984e+00,-6.507738590240478516e+00,-4.362946987152099609e+00,-3.733536958694458008e+00,-5.699193954467773438e+00,-4.267814636230468750e+00,-3.911747932434082031e+00,-1.121697521209716797e+01,-6.627980709075927734e+00,-3.696896314620971680e+00,-5.033581256866455078e+00,-2.146665811538696289e+00,-5.943949222564697266e+00,-5.559986114501953125e+00,-2.825918197631835938e+00,-5.085163593292236328e+00,-7.079816818237304688e+00,-5.332408428192138672e+00,-4.979718685150146484e+00,-2.874614953994750977e+00,-6.472247600555419922e+00,-4.346838951110839844e+00,-8.315169334411621094e+00,-4.522274494171142578e+00,-6.746104717254638672e+00,-6.691350936889648438e+00,-9.776842117309570312e+00,-4.687384128570556641e+00,-4.102504253387451172e+00,-5.619269847869873047e+00,-3.205452680587768555e+00,-4.693388462066650391e+00,-4.613547801971435547e+00,-6.460332870483398438e+00,-4.851556301116943359e+00,-4.640492916107177734e+00,-4.787518501281738281e+00,-5.670231819152832031e+00,-8.240282058715820312e+00,-4.262900829315185547e+00,-4.277328491210937500e+00,-4.868566989898681641e+00,-9.292676925659179688e+00,-6.861673831939697266e+00,-2.815106630325317383e+00,-6.443478107452392578e+00,-5.713470458984375000e+00,-6.149423122406005859e+00,-3.005947351455688477e+00,-6.058045864105224609e+00,-3.280694723129272461e+00,-2.656827449798583984e+00,-5.429613113403320312e+00,-2.213131427764892578e+00,-5.050453186035156250e+00,-6.398993015289306641e+00,-3.095601320266723633e+00,-1.057743549346923828e+01,-3.829266548156738281e+00,-6.691435337066650391e+00,-4.619100093841552734e+00,-7.187607288360595703e+00
-3.937483549118041992e+00,-6.487121105194091797e+00,-5.194499015808105469e+00,-5.372657299041748047e+00,-4.103862285614013672e+00,-5.304430007934570312e+00,-3.843454837799072266e+00,-5.856276512145996094e+00,-6.278855800628662109e+00,-5.539191722869873047e+00,-6.049993515014648438e+00,-4.047708988189697266e+00,-7.317347049713134766e+00,-4.769760608673095703e+00,-1.009718132019042969e+01,-3.886592864990234375e+00,-5.278755664825439453e+00,-8.847367286682128906e+00,-6.750065803527832031e+00,-1.010585594177246094e+01,-7.835394859313964844e+00,-3.277091264724731445e+00,-3.871722221374511719e+00,-7.199382781982421875e+00,-9.657428741455078125e+00,-8.359929084777832031e+00,-3.820618391036987305e+00,-4.390882968902587891e+00,-8.921548843383789062e+00,-8.111914634704589844e+00,-4.835537433624267578e+00,-6.648809909820556641e+00,-5.438907146453857422e+00,-6.066713333129882812e+00,-4.647125244140625000e+00,-4.407082557678222656e+00,-4.712826251983642578e+00,-4.109358310699462891e+00,-7.507169723510742188e+00,-5.027918815612792969e+00,-7.965504169464111328e+00,-5.867718696594238281e+00,-6.218355655670166016e+00,-5.722414970397949219e+00,-3.960578918457031250e+00,-5.168767452239990234e+00,-4.428699016571044922e+00,-4.729655265808105469e+00,-7.441465854644775391e+00,-8.529334068298339844e+00,-4.846834182739257812e+00,-7.412200927734375000e+00,-3.970327138900756836e+00,-4.386468887329101562e+00,-5.073837280273437500e+00,-4.595503807067871094e+00,-5.077539443969726562e+00,-3.581332683563232422e+00,-5.856885433197021484e+00,-1.009855461120605469e+01,-5.454360485076904297e+00,-6.337336540222167969e+00,-3.342400074005126953e+00,-7.782753467559814453e+00
-1.028194236755371094e+01,-9.631359100341796875e+00,-2.138112068176269531e+00,-3.510183572769165039e+00,-5.224490165710449219e+00,-6.518091678619384766e+00,-7.946264743804931641e+00,-6.303378105163574219e+00,-5.305275440216064453e+00,-4.384905338287353516e+00,-4.617233753204345703e+00,-7.365014076232910156e+00,-3.760963916778564453e+00,-4.105707168579101562e+00,-3.203284978866577148e+00,-2.635596036911010742e+00,-5.971866607666015625e+00,-3.219705343246459961e+00,-5.524492263793945312e+00,-2.107269048690795898e+00,-6.311275005340576172e+00,-5.955918312072753906e+00,-4.468791007995605469e+00,-3.875382661819458008e+00,-5.899665832519531250e+00,-7.986889839172363281e+00,-4.466072082519531250e+00,-3.585925340652465820e+00,-3.342760562896728516e+00,-6.957358360290527344e+00,-5.441513538360595703e+00,-3.806332111358642578e+00,-7.709556579589843750e+00,-2.687052011489868164e+00,-2.839378833770751953e+00,-7.199751377105712891e+00,-3.802695274353027344e+00,-2.784933567047119141e+00,-3.843847274780273438e+00,-5.627150058746337891e+00,-7.531586170196533203e+00,-6.750526905059814453e+00,-3.371286869049072266e+00,-7.302449226379394531e+00,-8.329774856567382812e+00,-4.543756484985351562e+00,-6.227160453796386719e+00,-4.651522159576416016e+00,-5.481603622436523438e+00,-5.870794296264648438e+00,-6.409469604492187500e+00,-8.325159072875976562e+00,-7.594408988952636719e+00,-1.054535007476806641e+01,-6.377181053161621094e+00,-4.168216228485107422e+00,-6.021375656127929688e+00,-1.048858833312988281e+01,-6.859570980072021484e+00,-3.041020393371582031e+00,-8.186224937438964844e+00,-5.604862213134765625e+00,-5.688976287841796875e+00,-3.105917215347290039e+00
-3.144208908081054688e+00,-6.637020111083984375e+00,-5.631028652191162109e+00,-4.733868122100830078e+00,-5.005595684051513672e+00,-5.200126647949218750e+00,-3.455950498580932617e+00,-4.711810111999511719e+00,-4.434803485870361328e+00,-7.189956665039062500e+00,-5.850271701812744141e+00,-5.170190811157226562e+00,-6.789721488952636719e+00,-5.688181400299072266e+00,-1.071630859375000000e+01,-4.463534355163574219e+00,-6.554062366485595703e+00,-7.668564319610595703e+00,-4.949044227600097656e+00,-1.116066074371337891e+01,-1.104500675201416016e+01,-4.508749008178710938e+00,-5.783324718475341797e+00,-8.355507850646972656e+00,-1.196736335754394531e+01,-6.028606414794921875e+00,-4.582352161407470703e+00,-5.602199554443359375e+00,-9.764573097229003906e+00,-9.190937995910644531e+00,-4.326553344726562500e+00,-6.360369205474853516e+00,-4.479268074035644531e+00,-5.253586769104003906e+00,-5.699801445007324219e+00,-4.776814460754394531e+00,-4.803998947143554688e+00,-3.015674829483032227e+00,-6.009335041046142578e+00,-5.663455009460449219e+00,-6.509010314941406250e+00,-6.951629161834716797e+00,-7.996682167053222656e+00,-6.400465011596679688e+00,-7.296263694763183594e+00,-4.666062355041503906e+00,-3.474826812744140625e+00,-5.027839183807373047e+00,-6.878218173980712891e+00,-8.677640914916992188e+00,-6.475358009338378906e+00,-7.318720340728759766e+00,-3.673034667968750000e+00,-3.960388422012329102e+00,-4.823627471923828125e+00,-4.976742744445800781e+00,-3.849804401397705078e+00,-4.663023948669433594e+00,-4.753308296203613281e+00,-1.068712425231933594e+01,-3.092139720916748047e+00,-6.728153705596923828e+00,-4.664997100830078125e+00,-6.034115314483642578e+00
-3.225857973098754883e+00,-6.841371059417724609e+00,-5.403147220611572266e+00,-5.406857490539550781e+00,-3.762751102447509766e+00,-5.692822456359863281e+00,-4.340541362762451172e+00,-5.215649604797363281e+00,-6.220079898834228516e+00,-5.908569812774658203e+00,-5.563262939453125000e+00,-4.353683471679687500e+00,-7.319392204284667969e+00,-6.704824447631835938e+00,-9.594799041748046875e+00,-3.733695983886718750e+00,-6.597915172576904297e+00,-7.872389793395996094e+00,-6.337235927581787109e+00,-1.021545982360839844e+01,-9.773335456848144531e+00,-4.605654239654541016e+00,-5.855376720428466797e+00,-7.412992954254150391e+00,-1.085666465759277344e+01,-8.068122863769531250e+00,-3.168408155441284180e+00,-5.879402160644531250e+00,-9.354918479919433594e+00,-9.341793060302734375e+00,-5.794484615325927734e+00,-7.766390323638916016e+00,-5.014808177947998047e+00,-3.594133615493774414e+00,-4.371786117553710938e+00,-6.526328563690185547e+00,-4.845493316650390625e+00,-1.192054867744445801e+00,-6.303714752197265625e+00,-7.015252590179443359e+00,-6.575719833374023438e+00,-7.080382823944091797e+00,-6.806021690368652344e+00,-5.718496322631835938e+00,-6.229625701904296875e+00,-4.897840499877929688e+00,-2.936753749847412109e+00,-3.697203397750854492e+00,-6.912507057189941406e+00,-7.674574375152587891e+00,-5.883238315582275391e+00,-7.785964965820312500e+00,-3.190627574920654297e+00,-3.522596359252929688e+00,-5.233888149261474609e+00,-5.082129478454589844e+00,-4.222113132476806641e+00,-3.640645503997802734e+00,-5.425515174865722656e+00,-1.026988124847412109e+01,-4.333755970001220703e+00,-4.559584140777587891e+00,-4.143267631530761719e+00,-5.134252548217773438e+00
-3.067703723907470703e+00,-5.073972702026367188e+00,-4.281151294708251953e+00,-7.238772392272949219e+00,-3.922812938690185547e+00,-5.842345237731933594e+00,-6.956941604614257812e+00,-4.597284793853759766e+00,-4.876048564910888672e+00,-1.054885959625244141e+01,-6.527463912963867188e+00,-4.226216316223144531e+00,-5.595410823822021484e+00,-4.378275871276855469e+00,-6.635629653930664062e+00,-5.860107421875000000e+00,-4.607343673706054688e+00,-6.671205043792724609e+00,-9.941744804382324219e+00,-6.467916488647460938e+00,-5.772785186767578125e+00,-3.786449670791625977e+00,-6.204122066497802734e+00,-7.654634475708007812e+00,-6.660464763641357422e+00,-5.500356674194335938e+00,-7.699048042297363281e+00,-6.964450359344482422e+00,-1.109603691101074219e+01,-5.518688678741455078e+00,-4.126132011413574219e+00,-6.373008251190185547e+00,-5.450502872467041016e+00,-4.513777732849121094e+00,-5.251829624176025391e+00,-5.818415641784667969e+00,-5.631343841552734375e+00,-3.612221002578735352e+00,-7.194188594818115234e+00,-6.734755992889404297e+00,-7.315234661102294922e+00,-4.570271015167236328e+00,-4.913882732391357422e+00,-3.679288625717163086e+00,-1.129847049713134766e+01,-8.495157241821289062e+00,-4.184395313262939453e+00,-6.387282371520996094e+00,-6.524065971374511719e+00,-9.056773185729980469e+00,-1.764267086982727051e+00,-6.974173069000244141e+00,-6.288179874420166016e+00,-5.712711334228515625e+00,-5.408734321594238281e+00,-2.793790817260742188e+00,-5.494866847991943359e+00,-5.563434123992919922e+00,-5.726443290710449219e+00,-1.138322830200195312e+01,-6.606638431549072266e+00,-1.149307632446289062e+01,-3.844974994659423828e+00,-8.176710128784179688e+00
-2.883233308792114258e+00,-6.317416191101074219e+00,-3.718267202377319336e+00,-3.113934755325317383e+00,-4.025707721710205078e+00,-4.099048137664794922e+00,-4.326319217681884766e+00,-5.191138267517089844e+00,-4.824090957641601562e+00,-5.009792804718017578e+00,-7.476750850677490234e+00,-4.487488269805908203e+00,-8.980081558227539062e+00,-3.625473022460937500e+00,-1.044627952575683594e+01,-3.308791160583496094e+00,-4.949859619140625000e+00,-6.993146896362304688e+00,-4.540310382843017578e+00,-9.029896736145019531e+00,-7.624515533447265625e+00,-4.061493873596191406e+00,-4.569882869720458984e+00,-6.455447196960449219e+00,-8.143001556396484375e+00,-7.145870208740234375e+00,-3.487393856048583984e+00,-4.620466709136962891e+00,-9.676539421081542969e+00,-9.358980178833007812e+00,-4.415502071380615234e+00,-5.275210857391357422e+00,-5.304852962493896484e+00,-4.872564792633056641e+00,-4.927465438842773438e+00,-5.302476882934570312e+00,-4.921356678009033203e+00,-3.864907503128051758e+00,-5.620464801788330078e+00,-5.310956001281738281e+00,-7.586233615875244141e+00,-5.209251403808593750e+00,-6.856551647186279297e+00,-6.519794940948486328e+00,-4.613947868347167969e+00,-2.830047607421875000e+00,-2.930263996124267578e+00,-4.221353530883789062e+00,-6.694784641265869141e+00,-8.602533340454101562e+00,-4.928338527679443359e+00,-6.564025402069091797e+00,-4.852333068847656250e+00,-2.228418111801147461e+00,-4.805484771728515625e+00,-5.254847049713134766e+00,-3.885350704193115234e+00,-3.848900556564331055e+00,-4.560161590576171875e+00,-1.036916637420654297e+01,-5.116245746612548828e+00,-5.842478275299072266e+00,-4.013172149658203125e+00,-5.174672126770019531e+00
-1.014623451232910156e+01,-9.860092163085937500e+00,-3.381991863250732422e+00,-5.018983840942382812e+00,-4.474959850311279297e+00,-7.651438236236572266e+00,-8.863232612609863281e+00,-8.148610115051269531e+00,-6.305975437164306641e+00,-5.285356044769287109e+00,-4.273687839508056641e+00,-7.542882442474365234e+00,-3.263836622238159180e+00,-4.204065799713134766e+00,-3.954605102539062500e+00,-2.799318790435791016e+00,-5.512585163116455078e+00,-4.717524528503417969e+00,-5.136423587799072266e+00,-2.569541215896606445e+00,-6.556871891021728516e+00,-4.737426757812500000e+00,-4.291704654693603516e+00,-3.877127408981323242e+00,-5.483754634857177734e+00,-9.088135719299316406e+00,-4.452131271362304688e+00,-4.240935325622558594e+00,-4.801876068115234375e+00,-5.970486164093017578e+00,-6.852639675140380859e+00,-4.105250358581542969e+00,-7.255910873413085938e+00,-3.461693286895751953e+00,-3.655598163604736328e+00,-6.925790309906005859e+00,-4.056204319000244141e+00,-2.860657215118408203e+00,-3.479187726974487305e+00,-5.158376216888427734e+00,-8.272725105285644531e+00,-6.209007740020751953e+00,-2.710870265960693359e+00,-7.865475654602050781e+00,-7.453895092010498047e+00,-3.913066148757934570e+00,-5.833892345428466797e+00,-3.128956794738769531e+00,-4.883400440216064453e+00,-6.887309551239013672e+00,-5.760889053344726562e+00,-7.179341316223144531e+00,-7.779300689697265625e+00,-1.035011196136474609e+01,-6.829407215118408203e+00,-3.539637804031372070e+00,-5.683461189270019531e+00,-9.849409103393554688e+00,-7.389703750610351562e+00,-3.655960083007812500e+00,-7.269149303436279297e+00,-5.109511852264404297e+00,-5.876180171966552734e+00,-2.263828277587890625e+00
-1.037945842742919922e+01,-8.617194175720214844e+00,-2.762206077575683594e+00,-5.224476814270019531e+00,-3.856858968734741211e+00,-6.782454013824462891e+00,-9.243393898010253906e+00,-7.780803680419921875e+00,-5.200088977813720703e+00,-4.825148105621337891e+00,-4.816441059112548828e+00,-6.885595321655273438e+00,-4.036865711212158203e+00,-3.802477836608886719e+00,-4.486754894256591797e+00,-2.840169191360473633e+00,-5.414612293243408203e+00,-3.492588758468627930e+00,-6.155216217041015625e+00,-2.356769561767578125e+00,-7.631048679351806641e+00,-6.117245674133300781e+00,-4.665415287017822266e+00,-3.027459383010864258e+00,-5.500658512115478516e+00,-9.768346786499023438e+00,-3.734707832336425781e+00,-4.145587444305419922e+00,-4.492398738861083984e+00,-5.386580467224121094e+00,-6.349475860595703125e+00,-4.360440254211425781e+00,-7.029091358184814453e+00,-3.439077138900756836e+00,-3.651949644088745117e+00,-7.191027641296386719e+00,-4.870402812957763672e+00,-2.943236112594604492e+00,-4.410858154296875000e+00,-6.083131790161132812e+00,-8.573487281799316406e+00,-6.869813442230224609e+00,-3.092076778411865234e+00,-7.515400409698486328e+00,-7.739641666412353516e+00,-4.294038295745849609e+00,-4.875915527343750000e+00,-3.602871656417846680e+00,-5.800303936004638672e+00,-7.594614982604980469e+00,-7.547519683837890625e+00,-8.866931915283203125e+00,-6.656265258789062500e+00,-1.066399192810058594e+01,-7.021837711334228516e+00,-4.230185985565185547e+00,-6.331791877746582031e+00,-1.060971164703369141e+01,-8.674880981445312500e+00,-4.362302303314208984e+00,-8.491234779357910156e+00,-5.640523910522460938e+00,-6.918928146362304688e+00,-3.155559062957763672e+00
-1.150035500526428223e+00,-2.562878131866455078e+00,-2.263492584228515625e+00,-1.009958648681640625e+01,-2.972132205963134766e+00,-7.596358060836791992e-01,-4.465926647186279297e+00,-6.823363900184631348e-01,-3.889878034591674805e+00,-1.404300594329833984e+01,-5.081455230712890625e+00,-5.585832595825195312e+00,-4.332145690917968750e+00,-1.577727913856506348e+00,-5.543354511260986328e+00,-3.801959276199340820e+00,-4.806028366088867188e+00,-4.209069252014160156e+00,-8.587661743164062500e+00,3.164137363433837891e+00,-4.876256465911865234e+00,-3.282428264617919922e+00,-4.490796566009521484e+00,-1.799085617065429688e+00,-4.315732479095458984e+00,1.114770293235778809e+00,-6.427508354187011719e+00,-7.406297206878662109e+00,-8.935332298278808594e+00,-4.380981445312500000e+00,3.000768125057220459e-01,-4.617291927337646484e+00,-1.252722024917602539e+00,-3.900161027908325195e+00,-6.421650409698486328e+00,-6.228473186492919922e+00,-2.033643722534179688e+00,-6.945152282714843750e+00,9.472689628601074219e-01,-5.409118652343750000e+00,-6.535892963409423828e+00,-2.010514736175537109e+00,-3.841849327087402344e+00,-1.818079471588134766e+00,-1.342277908325195312e+01,-4.474424839019775391e+00,-1.663547992706298828e+00,-6.096752643585205078e+00,-1.790009498596191406e+00,-4.502325534820556641e+00,-4.909237027168273926e-01,-3.957179546356201172e+00,-2.848202466964721680e+00,-2.534559011459350586e+00,-1.779234647750854492e+00,-1.363243222236633301e+00,-3.483901262283325195e+00,-7.316448688507080078e+00,-5.873766899108886719e+00,-4.778028964996337891e+00,-2.394928932189941406e+00,-6.321194648742675781e+00,-3.947170019149780273e+00,-5.678742885589599609e+00
