-7.755479812622070312e+00,-9.436565399169921875e+00,-6.654744625091552734e+00,-1.017927551269531250e+01,-3.196433544158935547e+00,-9.912288665771484375e+00,-3.091982126235961914e+00,-2.209517288208007812e+01,-3.473896741867065430e+00,-4.641791820526123047e+00,-7.881225109100341797e+00,-3.200170135498046875e+01,-5.084973335266113281e+00,-8.483310699462890625e+00,-1.204398822784423828e+01,-1.113816070556640625e+01
-1.066062831878662109e+01,-1.053907966613769531e+01,-7.589323043823242188e+00,-9.050439834594726562e+00,-7.724900245666503906e+00,-1.004745864868164062e+01,-6.051647186279296875e+00,-2.311141014099121094e+01,-9.334187507629394531e+00,-1.094821453094482422e+01,-6.786956787109375000e+00,-3.113990402221679688e+01,-4.447068214416503906e+00,-8.466739654541015625e+00,-1.983181381225585938e+01,-9.206542968750000000e+00
-2.621538352966308594e+01,-5.983009338378906250e+00,-1.333787441253662109e+01,-1.950224304199218750e+01,-1.012257575988769531e+01,-2.900024795532226562e+01,-1.429632472991943359e+01,-7.085298538208007812e+00,-7.939507961273193359e+00,-1.288199806213378906e+01,-1.040774536132812500e+01,-1.271365833282470703e+01,-1.381194877624511719e+01,-1.739852523803710938e+01,-2.215410423278808594e+01,-2.091615295410156250e+01
-1.136098098754882812e+01,-4.658497810363769531e+00,-5.282806873321533203e+00,-8.377257347106933594e+00,-7.623730182647705078e+00,-1.360908889770507812e+01,-5.092370510101318359e+00,-2.234874534606933594e+01,-9.011231422424316406e+00,-1.438926982879638672e+01,-5.305069446563720703e+00,-2.826226615905761719e+01,-3.655383110046386719e+00,-2.839257240295410156e+00,-1.622782516479492188e+01,-7.674813747406005859e+00
-2.815558815002441406e+01,-9.455480575561523438e+00,-9.921919822692871094e+00,-1.498975563049316406e+01,-9.194844245910644531e+00,-2.412582969665527344e+01,-2.385891914367675781e+01,-6.994532585144042969e+00,-1.104730987548828125e+01,-1.167383193969726562e+01,-1.026283264160156250e+01,-1.072713375091552734e+01,-1.186610984802246094e+01,-1.982909774780273438e+01,-2.813804435729980469e+01,-1.787194252014160156e+01
-2.687051773071289062e+01,-6.008214473724365234e+00,-1.210873126983642578e+01,-1.914196777343750000e+01,-8.606169700622558594e+00,-2.775982093811035156e+01,-1.707302474975585938e+01,-7.442281246185302734e+00,-7.102856636047363281e+00,-1.252474117279052734e+01,-1.184843444824218750e+01,-1.428424453735351562e+01,-1.295543384552001953e+01,-1.873563003540039062e+01,-2.374543190002441406e+01,-2.043619346618652344e+01
-7.431564807891845703e+00,-1.559690380096435547e+01,-5.769464015960693359e+00,-8.552759170532226562e+00,-6.957569599151611328e+00,-5.338230609893798828e+00,-1.641411209106445312e+01,-1.628874588012695312e+01,-8.646358489990234375e+00,-1.189983558654785156e+01,-1.684427833557128906e+01,-2.446862030029296875e+01,-5.968694686889648438e+00,-1.707809257507324219e+01,-3.007666397094726562e+01,-4.337018013000488281e+00
-1.892905616760253906e+01,-5.959176063537597656e+00,-1.431953716278076172e+01,-2.375602340698242188e+01,-1.000269985198974609e+01,-2.518455123901367188e+01,-2.088217020034790039e+00,-7.273563861846923828e+00,-2.680839300155639648e+00,-1.029923152923583984e+01,-1.357699489593505859e+01,-2.117996215820312500e+01,-2.068611526489257812e+01,-1.901842308044433594e+01,-1.005119991302490234e+01,-2.184256362915039062e+01
-2.932697868347167969e+01,-1.086704921722412109e+01,-9.786445617675781250e+00,-1.607693099975585938e+01,-8.035819053649902344e+00,-2.266800117492675781e+01,-2.500355148315429688e+01,-6.845519542694091797e+00,-1.053449153900146484e+01,-1.188523578643798828e+01,-1.089107227325439453e+01,-1.234057235717773438e+01,-1.267893409729003906e+01,-2.075454711914062500e+01,-2.873077201843261719e+01,-1.862007141113281250e+01
-9.971243858337402344e+00,-4.540447711944580078e+00,-3.171734333038330078e+00,-1.143644237518310547e+01,-1.190063595771789551e+00,-1.180569458007812500e+01,-7.144187927246093750e+00,-2.011361312866210938e+01,-3.695298671722412109e+00,-6.899781703948974609e+00,-1.051294231414794922e+01,-2.826364898681640625e+01,-5.097128391265869141e+00,-4.845992565155029297e+00,-1.217848873138427734e+01,-9.164848327636718750e+00
-2.903968048095703125e+01,-7.656978607177734375e+00,-8.843201637268066406e+00,-1.613566398620605469e+01,-6.641671180725097656e+00,-2.539801216125488281e+01,-2.301119232177734375e+01,-8.271211624145507812e+00,-8.044047355651855469e+00,-9.056221961975097656e+00,-1.114400100708007812e+01,-1.439593696594238281e+01,-1.180473709106445312e+01,-2.026876640319824219e+01,-2.421668434143066406e+01,-1.988620567321777344e+01
-8.548410415649414062e+00,-1.571961307525634766e+01,-7.153305053710937500e+00,-9.543907165527343750e+00,-6.795855045318603516e+00,-6.003394603729248047e+00,-1.521891784667968750e+01,-1.745464134216308594e+01,-8.836620330810546875e+00,-1.277676391601562500e+01,-1.398916816711425781e+01,-2.472964668273925781e+01,-5.459755897521972656e+00,-1.392551326751708984e+01,-2.939902114868164062e+01,-5.725780010223388672e+00
-1.527810287475585938e+01,-9.050304412841796875e+00,-8.415953636169433594e+00,-4.208633303642272949e-01,-9.711428642272949219e+00,-1.434177970886230469e+01,-5.723734378814697266e+00,-2.244397926330566406e+01,-8.579123497009277344e+00,-1.997959256172180176e+00,-1.402367591857910156e+00,-1.584087181091308594e+01,-8.635994195938110352e-01,-2.330305099487304688e+00,-1.131647014617919922e+01,-2.266903877258300781e+01
