-2.020294189453125000e+01,-5.927444458007812500e+00,-9.070652961730957031e+00,-7.007786750793457031e+00,-4.277988910675048828e+00,-1.312620830535888672e+01,-6.776084423065185547e+00,-1.590199756622314453e+01,-1.648876571655273438e+01,-1.379868030548095703e+01,-8.776550292968750000e+00,-1.713378715515136719e+01,-8.621927261352539062e+00,-8.121805191040039062e+00,-1.317495918273925781e+01,-9.770309448242187500e+00
-1.926010704040527344e+01,-6.460239410400390625e+00,-1.156026935577392578e+01,-5.044914245605468750e+00,-7.252969741821289062e+00,-1.585363674163818359e+01,-5.742174625396728516e+00,-1.605536842346191406e+01,-1.569595813751220703e+01,-1.461071777343750000e+01,-9.900694847106933594e+00,-1.564275169372558594e+01,-8.926160812377929688e+00,-6.574962139129638672e+00,-1.605249786376953125e+01,-8.432937622070312500e+00
-1.950644302368164062e+01,-7.144457817077636719e+00,-1.296351623535156250e+01,-6.364329338073730469e+00,-3.324721336364746094e+00,-1.124083805084228516e+01,-3.488771915435791016e+00,-1.217240047454833984e+01,-1.436091804504394531e+01,-1.771140670776367188e+01,-7.813374519348144531e+00,-1.458994388580322266e+01,-1.016251945495605469e+01,-9.684677124023437500e+00,-1.384418964385986328e+01,-1.314398002624511719e+01
-1.904685401916503906e+01,-1.002679252624511719e+01,-8.243738174438476562e+00,-5.600425720214843750e+00,-8.214454650878906250e+00,-1.499668788909912109e+01,-6.079568386077880859e+00,-1.557078075408935547e+01,-1.519822788238525391e+01,-1.236378669738769531e+01,-6.562865734100341797e+00,-1.463871002197265625e+01,-6.972692489624023438e+00,-6.322061061859130859e+00,-1.247856426239013672e+01,-8.909301757812500000e+00
-1.724675941467285156e+01,-7.537210464477539062e+00,-5.272403717041015625e+00,-5.906678676605224609e+00,-7.438470363616943359e+00,-1.262186813354492188e+01,-5.750279426574707031e+00,-1.290876865386962891e+01,-1.565932559967041016e+01,-1.773431396484375000e+01,-6.565785884857177734e+00,-1.885941505432128906e+01,-5.917362213134765625e+00,-1.031671237945556641e+01,-6.947994709014892578e+00,-1.073137283325195312e+01
-1.872545623779296875e+01,-9.489622116088867188e+00,-1.081556129455566406e+01,-3.578661680221557617e+00,-8.381118774414062500e+00,-1.669480133056640625e+01,-6.931332588195800781e+00,-1.588383293151855469e+01,-1.459973621368408203e+01,-1.569577217102050781e+01,-1.100234222412109375e+01,-1.667673683166503906e+01,-9.285467147827148438e+00,-7.793441295623779297e+00,-1.343292331695556641e+01,-9.095172882080078125e+00
-2.064096450805664062e+01,-5.620293140411376953e+00,-1.134289550781250000e+01,-2.939399957656860352e+00,-5.234992027282714844e+00,-1.492528629302978516e+01,-6.794366359710693359e+00,-1.220810890197753906e+01,-1.298843097686767578e+01,-1.706427764892578125e+01,-9.882673263549804688e+00,-1.506668663024902344e+01,-1.172803878784179688e+01,-6.485088348388671875e+00,-1.448604488372802734e+01,-1.000358200073242188e+01
-1.674298286437988281e+01,-1.024890041351318359e+01,-2.508555984497070312e+01,-2.590805768966674805e+00,-2.346344470977783203e+00,-2.476863098144531250e+01,-6.431672096252441406e+00,-1.266454315185546875e+01,-9.827787399291992188e+00,-2.014456367492675781e+01,-1.639929962158203125e+01,-1.042570209503173828e+01,-1.104067611694335938e+01,-1.293402910232543945e+00,-1.082150363922119141e+01,-6.925976753234863281e+00
-1.730590820312500000e+01,-5.640293598175048828e+00,-7.399828433990478516e+00,-5.756937980651855469e+00,-1.103218650817871094e+01,-1.620257949829101562e+01,-7.977693080902099609e+00,-1.409251594543457031e+01,-1.465971565246582031e+01,-1.666666412353515625e+01,-5.236294269561767578e+00,-1.470269775390625000e+01,-6.458465099334716797e+00,-8.090655326843261719e+00,-7.844640731811523438e+00,-9.131116867065429688e+00
-1.807018661499023438e+01,-6.477851390838623047e+00,-5.409231662750244141e+00,-6.520753383636474609e+00,-4.009108543395996094e+00,-1.251754665374755859e+01,-5.756999492645263672e+00,-1.534049224853515625e+01,-1.777153587341308594e+01,-1.020951557159423828e+01,-2.534468889236450195e+00,-1.583792781829833984e+01,-5.051975727081298828e+00,-7.024079322814941406e+00,-9.482417106628417969e+00,-8.362111091613769531e+00
