-4.794909667968750000e+01,-3.277938842773437500e+01,-1.959360122680664062e+01,-3.353595352172851562e+01,-1.637162971496582031e+01,-6.025495529174804688e+00,-8.295392990112304688e+00,-2.903224372863769531e+01,-1.296983337402343750e+01,-1.977001953125000000e+01,5.824741363525390625e+00,-2.772782325744628906e+01,-1.597995853424072266e+01,-1.121066856384277344e+01,-5.400082397460937500e+01,-1.216115379333496094e+01,-4.294301605224609375e+01,-6.892502593994140625e+01,-2.550059080123901367e+00,-2.358071517944335938e+01,-3.693204641342163086e+00,-4.651919174194335938e+01,-1.801195526123046875e+01,-1.179787063598632812e+01,-3.668821716308593750e+01,-4.313689804077148438e+01,-3.245277404785156250e+01,-3.080233573913574219e+01,-4.218464279174804688e+01,-4.801412963867187500e+01,-1.741185569763183594e+01,-4.202348709106445312e+00
-1.397090053558349609e+01,-4.749908065795898438e+01,-2.164876747131347656e+01,-2.368832015991210938e+01,6.714129447937011719e+00,-2.304730033874511719e+01,-2.383484077453613281e+01,-4.512824249267578125e+01,-1.539200019836425781e+01,-2.762022972106933594e+01,-1.281521224975585938e+01,-5.754589843750000000e+01,-1.428733444213867188e+01,-4.211431884765625000e+01,-3.360695266723632812e+01,1.287867784500122070e+00,-3.787568283081054688e+01,-3.938716506958007812e+01,-1.220687961578369141e+01,-3.363785171508789062e+01,-1.628566932678222656e+01,-4.133249282836914062e+01,-2.168406295776367188e+01,-8.441333770751953125e+00,-4.805650711059570312e+01,-1.801188468933105469e+01,-2.143225288391113281e+01,-2.877083396911621094e+01,-2.952584648132324219e+01,-5.212464141845703125e+01,-5.286845779418945312e+01,-2.509247398376464844e+01
-3.080399322509765625e+01,-2.262387466430664062e+01,-3.029705047607421875e+01,-3.335364532470703125e+01,-7.167516708374023438e+00,-1.607598304748535156e+01,-1.866662979125976562e+01,-2.286953544616699219e+01,-1.663447570800781250e+01,-1.676407432556152344e+01,-2.113197517395019531e+01,-3.218679428100585938e+01,-1.022292327880859375e+01,-1.696687316894531250e+01,-3.751874542236328125e+01,-2.861406707763671875e+01,-2.848950767517089844e+01,-3.135330963134765625e+01,-1.386211490631103516e+01,-2.739417648315429688e+01,-2.268737030029296875e+01,-5.303818893432617188e+01,-1.697227668762207031e+01,-3.124401664733886719e+01,-1.944158744812011719e+01,-2.790278434753417969e+01,-1.434543418884277344e+01,-1.962672805786132812e+01,-3.185948181152343750e+01,-3.026900863647460938e+01,-2.711013412475585938e+01,-1.760386466979980469e+01
-1.943214225769042969e+01,-2.791636276245117188e+01,-2.941681480407714844e+01,-3.619551086425781250e+01,-5.533550262451171875e+00,-2.334784507751464844e+01,-1.184173679351806641e+01,-2.401420211791992188e+01,-1.262620258331298828e+01,-1.697539520263671875e+01,-1.987327194213867188e+01,-4.834873962402343750e+01,-1.816935920715332031e+01,-2.950347900390625000e+01,-3.480536651611328125e+01,-2.538142585754394531e+01,-5.263790130615234375e+01,-6.572782135009765625e+01,-1.756397438049316406e+01,-2.914075851440429688e+01,-1.303391551971435547e+01,-5.430731964111328125e+01,-1.936058616638183594e+01,-5.492372512817382812e+00,-2.376628112792968750e+01,-3.967997741699218750e+01,-1.688291931152343750e+01,-2.238499450683593750e+01,-5.339364624023437500e+01,-2.950004768371582031e+01,-4.911549758911132812e+01,-2.595165443420410156e+01
-1.633806800842285156e+01,-2.561414337158203125e+01,-1.416937541961669922e+01,-1.987956047058105469e+01,-1.421671199798583984e+01,-1.844425201416015625e+01,-2.661930656433105469e+01,-2.910552978515625000e+01,-1.798045921325683594e+01,-1.606018638610839844e+01,-2.163073730468750000e+01,-1.697320175170898438e+01,-1.580783653259277344e+01,-2.511631011962890625e+01,-2.210832214355468750e+01,-2.277974319458007812e+01,-1.008793163299560547e+01,-2.326663589477539062e+01,-2.183809280395507812e+01,-1.533228778839111328e+01,-3.583400344848632812e+01,-1.988229370117187500e+01,-2.727630424499511719e+01,-3.663283157348632812e+01,-1.982683944702148438e+01,-1.472232532501220703e+01,-2.686774253845214844e+01,-2.000007247924804688e+01,-1.019934463500976562e+01,-2.328733634948730469e+01,-4.345733165740966797e+00,-9.571777343750000000e+00
-1.945954513549804688e+01,-4.025571441650390625e+01,-8.582330703735351562e+00,-2.649797630310058594e+01,-3.171423530578613281e+01,-2.095506668090820312e+01,-2.155956840515136719e+01,-1.514205074310302734e+01,-1.785100936889648438e+01,-2.013583183288574219e+01,-4.279190063476562500e+01,-2.551900672912597656e+01,-1.096063327789306641e+01,-4.462396240234375000e+01,-3.165289306640625000e+01,-2.933272933959960938e+01,-5.985455322265625000e+01,-5.411165237426757812e+01,-2.563957786560058594e+01,-2.566750144958496094e+01,-1.204422569274902344e+01,-4.582707214355468750e+01,-2.991669178009033203e+00,-2.394195175170898438e+01,-3.795336532592773438e+01,-4.220146942138671875e+01,-2.916675567626953125e+00,-2.163759422302246094e+01,-6.310236740112304688e+01,-1.762708091735839844e+01,-4.717542266845703125e+01,-2.865049743652343750e+01
-8.835904121398925781e+00,-1.473689079284667969e+01,-3.108306503295898438e+01,-2.333936691284179688e+01,-2.567957687377929688e+01,-1.754924893379211426e+00,-1.594222640991210938e+01,7.588021755218505859e-01,-2.852819681167602539e+00,1.041681885719299316e+00,-1.798046875000000000e+01,-4.076947021484375000e+01,-2.935092544555664062e+01,-7.595930695533752441e-01,-8.830379486083984375e+00,-2.935653114318847656e+01,-3.275041961669921875e+01,-4.155846023559570312e+01,-4.637277221679687500e+01,-1.627367973327636719e+01,-3.605746459960937500e+01,-5.127992248535156250e+01,-8.188228607177734375e+00,-2.138983011245727539e+00,-5.437771797180175781e+00,-3.637637710571289062e+01,-2.865616226196289062e+01,-1.364324951171875000e+01,-3.745447540283203125e+01,-1.159017086029052734e+01,-3.791273117065429688e+01,-1.830852508544921875e+01
-9.501076698303222656e+00,-4.804532623291015625e+01,-2.185194969177246094e+01,-2.757903099060058594e+01,-2.717122268676757812e+01,-3.268547058105468750e+01,-3.637533950805664062e+01,-3.507238769531250000e+01,-2.336286163330078125e+01,-1.646847343444824219e+01,-3.107221221923828125e+01,-3.825861358642578125e+01,-2.603972625732421875e+01,-4.008748245239257812e+01,-1.760406494140625000e+01,-4.106896591186523438e+01,-2.648052787780761719e+01,-1.812446784973144531e+01,-2.323929595947265625e+01,-2.428180122375488281e+01,-3.151844024658203125e+01,-2.822411346435546875e+01,-2.445551490783691406e+01,-2.650129699707031250e+01,-2.211158370971679688e+01,-1.258609104156494141e+01,-3.473052024841308594e+00,-1.590661907196044922e+01,-2.209017181396484375e+01,-1.696714019775390625e+01,-3.238455963134765625e+01,-1.967785835266113281e+01
-2.475209999084472656e+01,-2.911003112792968750e+01,-2.150042152404785156e+01,-2.210669517517089844e+01,-1.784616661071777344e+01,-2.987959480285644531e+01,-3.623745346069335938e+01,-3.783003997802734375e+01,-2.530954933166503906e+01,-1.773889350891113281e+01,-1.746962165832519531e+01,-2.831146240234375000e+01,-3.047999572753906250e+01,-2.644732475280761719e+01,-3.691405105590820312e+01,-2.589745330810546875e+01,-1.212156200408935547e+01,-1.261470222473144531e+01,-1.595190429687500000e+01,-2.802440071105957031e+01,-2.403895759582519531e+01,-1.864558410644531250e+01,-2.263811683654785156e+01,-1.990495872497558594e+01,-2.370669555664062500e+01,-1.196395015716552734e+01,-1.655383491516113281e+01,-9.931653022766113281e+00,-1.342480659484863281e+01,-1.239995002746582031e+01,-2.634882545471191406e+01,-1.217560482025146484e+01
-2.464694976806640625e+01,-2.942759895324707031e+01,-3.424104690551757812e+01,-4.119214630126953125e+01,-4.617703247070312500e+01,-1.456674194335937500e+01,-4.350693130493164062e+01,-3.357806015014648438e+01,-3.040797996520996094e+01,-1.862093162536621094e+01,-3.926074218750000000e+01,-3.898644638061523438e+01,-1.865762710571289062e+01,-1.749888992309570312e+01,-1.948749732971191406e+01,-4.872649002075195312e+01,-4.304228591918945312e+01,-5.364507675170898438e+01,-2.589943885803222656e+01,-1.288949584960937500e+01,-2.516989517211914062e+01,-6.199341201782226562e+01,-1.077794837951660156e+01,-3.039350700378417969e+01,-3.152661323547363281e+01,-4.205902862548828125e+01,-1.096771240234375000e+01,-2.896983718872070312e+01,-2.940019035339355469e+01,-4.008428573608398438e+01,-4.264804840087890625e+01,-3.026042366027832031e+01
